ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID909808516,309/416 Gore St,2,u,790000.0,22/08/2016,1.0,1.0,0.0,19.0,-37.7967,144.9836
ID678060850,45 Stanley St,2,h,852500.0,6/08/2016,1.0,2.0,832.0,9.0,-37.7126,144.9122
ID771136243,1/52 Elder Pde,3,u,820000.0,28/08/2016,1.0,1.0,0.0,104.0,-37.751999999999995,144.9079
ID451881151,24 Hilma St,4,h,682000.0,26/08/2017,1.0,2.0,534.0,49.0,-37.79161,144.80461
ID840325614,3/11 Martell St,2,u,310000.0,17/06/2017,1.0,1.0,171.0,11.0,-37.68489,144.9212
ID754426227,10 Roslyn St,5,h,915000.0,16/04/2016,3.0,4.0,754.0,29.0,-37.7298,144.9162
ID300453884,52 Parramatta Rd,4,h,490500.0,3/09/2017,2.0,2.0,586.0,18.0,-37.88639000000001,144.6555
ID188013888,47 Boyne St,3,h,745000.0,18/03/2017,1.0,3.0,473.0,69.0,-37.7316,144.9789
ID122552136,94 Burlington St,3,h,880000.0,7/11/2016,1.0,1.0,670.0,94.0,-37.9033,145.1006
ID505051497,8 Fitzpatrick St,3,t,1450000.0,19/11/2016,2.0,1.0,146.0,129.0,-37.8331,144.9665
ID897236830,63 Victoria Rd,5,h,2250000.0,14/05/2016,2.0,2.0,452.0,117.0,-37.8223,145.0494
ID850216227,78 Thomas St,4,h,1686500.0,3/12/2016,2.0,2.0,664.0,54.0,-37.9394,145.0099
ID961372780,4/63 Carlisle St,2,u,533000.0,22/07/2017,1.0,1.0,463.0,59.0,-37.86761,144.98337
ID488619212,40 Tarneit Rd,3,h,597000.0,29/07/2017,1.0,1.0,672.0,6.0,-37.89402000000001,144.66276000000005
ID200295346,4/10 Ardoch St,2,u,453000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.7494,144.921
ID430000794,6 Robinson St,4,h,1640000.0,16/07/2016,2.0,1.0,435.0,99.0,-37.7601,144.9228
ID666315312,4 Barry St,2,h,950000.0,29/07/2017,1.0,0.0,114.0,59.0,-37.78024,144.99289
ID342858941,7/89 Station Rd,2,u,340000.0,12/11/2016,1.0,1.0,0.0,49.0,-37.7071,144.9176
ID804982421,268 Faraday St,1,u,435000.0,13/08/2016,1.0,1.0,0.0,19.0,-37.7982,144.9651
ID642456729,79 Lincoln Rd,4,h,1726000.0,18/03/2017,2.0,2.0,705.0,44.0,-37.7497,144.9089
ID956808489,3/24 Mashoobra St,2,u,330000.0,22/04/2017,1.0,1.0,0.0,49.0,-37.7218,144.9563
ID406667774,44 Golf Rd,4,h,1390000.0,22/07/2017,2.0,2.0,558.0,9.0,-37.91917,145.08807
ID557240375,2 Hood St,4,h,1158000.0,23/04/2016,1.0,3.0,411.0,109.0,-37.8117,144.8873
ID910665349,5 Rigby St,3,h,881000.0,3/06/2017,1.0,2.0,538.0,49.0,-38.07405,145.13211
ID146945022,14 Lennox St,3,h,1020000.0,18/03/2017,1.0,1.0,248.0,59.0,-37.8157,144.8925
ID343522930,5/78 Moonya Rd,3,t,675000.0,4/06/2016,2.0,1.0,0.0,29.0,-37.8972,145.0642
ID393380630,22 Lowther St,3,h,1165000.0,27/06/2016,1.0,2.0,979.0,54.0,-37.7792,145.029
ID853409140,8/21 Hampton Pde,1,u,241000.0,11/02/2017,1.0,1.0,0.0,69.0,-37.8067,144.8678
ID817960749,112 Asling St,4,h,2000000.0,25/02/2017,2.0,2.0,471.0,109.0,-37.8956,145.0037
ID526821621,21 Liscard St,3,h,1800000.0,16/04/2016,2.0,2.0,492.0,114.0,-37.8789,145.0048
ID777041733,8/122 Sackville St,2,u,450000.0,28/05/2016,1.0,1.0,0.0,49.0,-37.7988,144.9912
ID565884242,36 Bossington St,3,h,1218500.0,17/06/2017,1.0,2.0,673.0,69.0,-37.91693,145.08739
ID165961049,50 Hick St,3,h,1320000.0,8/04/2017,1.0,3.0,738.0,25.0,-37.826,144.8769
ID414680961,8/121 Thomas St,2,u,802000.0,3/12/2016,1.0,1.0,0.0,54.0,-37.939,145.0137
ID624894280,20 Balmoral St,3,h,730000.0,11/03/2017,2.0,2.0,544.0,49.0,-37.7815,144.855
ID596840810,338 Separation St,2,t,701000.0,17/09/2016,1.0,1.0,0.0,19.0,-37.7711,145.013
ID225536844,15 Ada St,4,h,1005800.0,17/06/2017,2.0,2.0,502.0,16.0,-37.92985,145.25184
ID253560625,27 thomson St,2,h,955000.0,19/11/2016,1.0,0.0,148.0,107.0,-37.8084,144.8907
ID336520054,262 Union Rd,4,h,3290000.0,22/05/2016,3.0,2.0,1007.0,109.0,-37.8135,145.0995
ID846543538,60 Cummins Rd,3,h,1300000.0,7/05/2016,2.0,3.0,619.0,69.0,-37.927,145.0267
ID195780276,10 Alexander Cl,3,h,560000.0,15/07/2017,2.0,2.0,543.0,24.0,-37.7143,144.77096
ID224258908,24 Sycamore Rd,4,h,830000.0,9/09/2017,1.0,4.0,600.0,34.0,-38.16475,145.1345
ID656513777,1/173 Glen Huntly Rd,2,u,810000.0,17/06/2017,1.0,1.0,0.0,84.0,-37.8835,144.99549
ID404142024,7/765 Malvern Rd,2,u,620000.0,4/03/2017,1.0,1.0,1119.0,11.0,-37.8498,145.0173
ID604462882,13/297 Dorcas St,3,t,1750000.0,12/08/2017,3.0,2.0,100.0,38.0,-37.83453,144.95782
ID431991986,260 Union Rd,3,h,1750000.0,12/08/2017,3.0,1.0,790.0,93.0,-37.813629999999996,145.09942
ID580660843,28 Through Rd,3,h,750000.0,24/06/2017,1.0,1.0,446.0,64.0,-37.7987,145.23032
ID669655107,17 Barnard Ct,3,h,735000.0,4/03/2017,1.0,2.0,539.0,69.0,-37.7877,144.8398
ID519732882,11/63 Edgar St N,1,t,345000.0,14/05/2016,1.0,1.0,745.0,49.0,-37.8505,145.0459
ID495641586,7 Balfour St,4,h,1940000.0,3/09/2016,2.0,2.0,682.0,59.0,-37.9205,145.0122
ID688987567,46 Osborne Rd,5,h,1550000.0,24/06/2017,3.0,4.0,4221.0,39.0,-37.733709999999995,145.24045
ID751916466,8/58 Sutherland Rd,2,u,592500.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8574,145.0174
ID590882322,3 Glen St,5,h,3500000.0,17/09/2016,1.0,3.0,740.0,89.0,-37.8298,145.0355
ID621888710,3/14 Moffatt Cr,2,u,315000.0,26/08/2017,1.0,1.0,150.0,34.0,-37.87715,144.69863
ID731305979,2/9 Green St,3,h,710000.0,15/07/2017,1.0,2.0,314.0,30.0,-37.81953,145.24907
ID945702841,67 Hawkhurst St,3,h,1115000.0,1/07/2017,1.0,2.0,446.0,29.0,-37.82004000000001,144.87174
ID879870653,3/33 Gourlay St,2,u,540000.0,27/06/2016,1.0,1.0,483.0,49.0,-37.8727,144.9969
ID200216683,1 Albion Ct,3,h,650000.0,23/09/2017,2.0,2.0,913.0,14.0,-37.85152,144.70802
ID684713110,56 Middle St,3,h,725000.0,13/05/2017,1.0,2.0,585.0,6.0,-37.71,144.9464
ID537978153,118/862 Glenferrie Rd,2,u,610000.0,4/03/2017,2.0,1.0,85.0,5.0,-37.8154,145.0369
ID380847324,3 Jika Pl,3,h,915000.0,24/09/2016,3.0,1.0,140.0,119.0,-37.8148,144.9912
ID878813687,20 Scottsdale St,4,h,2160000.0,25/02/2017,3.0,4.0,1064.0,50.0,-37.8324,145.1018
ID835237521,26 Octantis St,4,h,1390000.0,8/07/2017,3.0,2.0,664.0,41.0,-37.77813,145.16558
ID255838549,99 Peppercorn Pde,3,h,552000.0,12/08/2017,1.0,2.0,549.0,39.0,-37.64992,145.04256999999996
ID554415040,4/49 Coorigil Rd,3,u,945000.0,20/05/2017,1.0,2.0,1103.0,32.0,-37.8958,145.0603
ID489466758,119A Harold St,4,h,1605000.0,16/09/2017,2.0,2.0,348.0,89.0,-37.75582,144.98951
ID841958672,4 Blyth St,3,h,1120000.0,4/03/2017,1.0,2.0,506.0,89.0,-37.8693,144.8375
ID435421029,81 Quinn Gr,5,h,700000.0,22/05/2016,2.0,2.0,629.0,49.0,-37.7423,144.869
ID956831738,13/52 Moubray St,1,u,442500.0,25/02/2017,1.0,0.0,0.0,49.0,-37.8421,144.9517
ID300021941,10/40 Young St,2,t,515000.0,12/11/2016,1.0,1.0,1981.0,13.0,-37.7677,144.9221
ID133130624,77 McIlwraith St,4,h,1908000.0,28/05/2016,2.0,1.0,256.0,129.0,-37.7833,144.9681
ID699885851,371 Elgar Rd,2,h,1320000.0,3/09/2016,1.0,1.0,613.0,69.0,-37.8238,145.1135
ID182130787,5 Bent St,4,h,1445000.0,7/05/2016,3.0,2.0,384.0,99.0,-37.7617,144.9272
ID520679846,75 Queen St,2,h,775000.0,13/05/2017,1.0,1.0,314.0,29.0,-37.7485,144.9502
ID890883808,32 Roberts St,4,h,1500000.0,12/08/2017,2.0,2.0,465.0,79.0,-37.75178,144.89876
ID834826772,35 Cobblestone Dr,3,h,690000.0,8/07/2017,2.0,2.0,545.0,14.0,-37.644259999999996,145.1
ID631401044,20 Emma St,2,h,1015000.0,8/10/2016,1.0,0.0,117.0,14.0,-37.7948,144.9861
ID894565209,2/95 Dodds St,2,u,623000.0,7/05/2016,1.0,1.0,0.0,24.0,-37.828,144.9683
ID394009304,29 Weybridge St,4,h,2360000.0,13/05/2017,2.0,2.0,764.0,89.0,-37.81800000000001,145.0946
ID499661758,121 High St,4,h,1910000.0,1/07/2017,2.0,3.0,737.0,39.0,-37.86231,145.07213000000004
ID904072878,2/118 Bruce St,3,t,640000.0,10/12/2016,1.0,2.0,119.0,24.0,-37.7403,144.9491
ID802995532,28/8 Hull St,2,u,450000.0,11/02/2017,1.0,1.0,0.0,19.0,-37.8173,144.9965
ID305219216,41 Mountfield St,3,h,1450000.0,20/05/2017,1.0,2.0,304.0,7.0,-37.762,144.9678
ID905672610,9 Ayr St,4,h,670000.0,16/04/2016,2.0,2.0,578.0,39.0,-37.7064,145.0321
ID815452204,4/91 Wellington St,1,u,475000.0,30/07/2016,1.0,1.0,0.0,59.0,-37.8569,144.9885
ID784968145,34 Fewster Dr,3,h,970000.0,26/08/2017,2.0,2.0,674.0,38.0,-37.8836,145.22805
ID129259322,106/26 Shuter St,3,u,565000.0,10/09/2016,2.0,1.0,0.0,18.0,-37.7672,144.9209
ID986412544,59 Moubray St,3,h,2100000.0,23/09/2017,2.0,2.0,137.0,129.0,-37.84388,144.95303
ID743512109,30 Station St,3,h,1755000.0,4/02/2016,1.0,1.0,931.0,49.0,-37.854,145.1195
ID904072878,2/118 Bruce St,3,t,640000.0,10/12/2016,1.0,2.0,119.0,24.0,-37.7403,144.9491
ID214125672,15/703 Orrong Rd,2,u,1400000.0,27/06/2016,2.0,2.0,2927.0,59.0,-37.8414,145.0137
ID689261493,2/119 Summerhill Rd,3,t,760000.0,8/04/2017,1.0,1.0,219.0,8.0,-37.796,144.8819
ID970196558,11/94 Union St,2,u,583000.0,6/08/2016,2.0,1.0,0.0,8.0,-37.7793,144.9972
ID814552668,21 Henty St,3,h,801000.0,13/05/2017,1.0,1.0,551.0,69.0,-37.7194,145.0015
ID433071320,7/21 Lillimur Rd,1,u,447000.0,27/11/2016,1.0,1.0,0.0,13.0,-37.9016,145.0414
ID841879863,5 Bullarto St,2,h,1002000.0,13/08/2016,1.0,1.0,585.0,69.0,-37.8792,145.0948
ID608340711,1/37 Yongala St,3,h,1255000.0,4/06/2016,2.0,2.0,308.0,18.0,-37.8056,145.0788
ID716433773,65 Gatehouse Dr,3,h,852000.0,3/09/2016,1.0,1.0,166.0,19.0,-37.7929,144.9197
ID178719188,60 Orana Dr,3,h,880000.0,6/05/2017,1.0,4.0,555.0,69.0,-37.713,145.0894
ID982933304,5/46 Kororoit Creek Rd,2,u,546000.0,8/04/2017,1.0,1.0,2023.0,40.0,-37.8573,144.8854
ID258801902,87 Orrong Rd,3,h,1750000.0,19/11/2016,2.0,2.0,517.0,119.0,-37.8813,145.0063
ID719646046,11 Aminga Ct,3,h,840500.0,23/09/2017,1.0,2.0,850.0,9.0,-37.78297,145.28773999999999
ID231919652,1/125 Riversdale Rd,2,u,697000.0,27/05/2017,1.0,1.0,0.0,17.0,-37.82887,145.03676000000004
ID584785642,37 Dunstan Ave,3,h,905000.0,19/08/2017,1.0,1.0,277.0,39.0,-37.7592,144.97321000000005
ID127517172,18 Molesworth Ct,4,h,1276000.0,12/08/2017,2.0,1.0,323.0,74.0,-37.794290000000004,144.87412
ID813977640,18 Barnett St,3,h,700000.0,22/05/2016,1.0,4.0,505.0,59.0,-37.7817,144.8448
ID362978071,202/8 Bond St,2,u,850000.0,3/12/2016,2.0,2.0,0.0,5.0,-37.8411,144.9944
ID406629835,19 Charles St,3,h,1290000.0,22/07/2017,2.0,1.0,196.0,109.0,-37.776509999999995,144.99074
ID206171424,83 Elizabeth St,3,h,2000000.0,6/05/2017,1.0,2.0,1070.0,79.0,-37.836,144.8784
ID736774119,5/16 Omar St,3,t,640000.0,3/12/2016,2.0,2.0,214.0,99.0,-37.7806,144.8714
ID234351591,22 Evelyn St,6,h,1361000.0,17/06/2017,3.0,4.0,726.0,39.0,-37.91945,145.1315
ID585720827,176 Albert St,2,h,911000.0,16/09/2017,1.0,1.0,132.0,114.0,-37.7697,144.96866
ID593404129,124 Yarra St,3,h,1876000.0,7/05/2016,2.0,0.0,245.0,109.0,-37.8024,144.9993
ID647621189,5 Boronia St,6,h,1650000.0,28/05/2016,3.0,2.0,713.0,91.0,-37.8328,145.10399999999996
ID331776550,2/23 Whitmuir Rd,3,u,641500.0,22/04/2017,1.0,1.0,681.0,59.0,-37.9145,145.0287
ID469249728,13 Gunnedah St,3,h,760000.0,27/11/2016,1.0,2.0,534.0,49.0,-37.7789,144.8209
ID624795164,6/217 Brighton Rd,2,u,525000.0,3/12/2016,1.0,1.0,553.0,59.0,-37.8802,144.9942
ID728453268,13 Gish Ct,5,h,800000.0,23/04/2016,2.0,1.0,808.0,49.0,-37.7091,144.9491
ID933657616,4/51 Yarra St,2,t,705000.0,6/08/2016,1.0,1.0,182.0,46.0,-37.7587,145.0657
ID354510876,252 Millers Rd,4,h,693000.0,22/05/2016,2.0,4.0,315.0,11.0,-37.8391,144.8467
ID622194877,10/37 Greville St,1,u,325000.0,6/08/2016,1.0,1.0,0.0,119.0,-37.8486,144.9872
ID263327879,8/36 Power St,2,u,600000.0,4/03/2017,1.0,1.0,0.0,5.0,-37.816,145.0272
ID188206918,2402/163 City Rd,2,u,505000.0,8/04/2017,1.0,1.0,0.0,49.0,-37.8242,144.9626
ID592262811,8/11 Brentwood St,2,u,360000.0,6/08/2016,1.0,1.0,0.0,54.0,-37.9332,145.045
ID679219517,31 Powell St,3,h,1005000.0,4/03/2017,2.0,4.0,466.0,89.0,-37.7266,145.0004
ID120942843,34 Ernest St,4,h,890000.0,12/11/2016,1.0,2.0,668.0,89.0,-37.7796,144.845
ID478535174,17 Minogue St,5,h,2100000.0,18/06/2016,3.0,2.0,695.0,69.0,-37.7904,145.0548
ID372824537,51 Joseph St,4,h,1151000.0,9/09/2017,2.0,2.0,923.0,74.0,-37.800959999999996,145.1488
ID395122512,41 Davies St,4,h,772500.0,4/06/2016,2.0,2.0,595.0,36.0,-37.7116,144.9468
ID442423848,1/77 Abinger St,2,u,660000.0,29/07/2017,1.0,1.0,4422.0,7.0,-37.82009,145.0038
ID253270354,5 Rubens Ct,4,h,1035000.0,27/05/2017,2.0,2.0,702.0,7.0,-37.91075,145.18758
ID568878119,52 Alexander St,2,h,990000.0,18/03/2017,1.0,2.0,306.0,89.0,-37.8037,144.8893
ID934603079,75 Sutherland Rd,3,h,1285000.0,25/02/2017,1.0,2.0,186.0,99.0,-37.8554,145.0173
ID980120312,47 Pasco St,4,h,1920000.0,15/07/2017,2.0,0.0,388.0,119.0,-37.86159,144.89926
ID705346442,210/10 Hillingdon Pl,2,u,510000.0,23/04/2016,1.0,1.0,0.0,20.0,-37.8513,144.9943
ID909312287,170 Ayr St,4,h,1250000.0,14/05/2016,2.0,3.0,767.0,56.0,-37.7735,145.1044
ID472768341,29 Glenroy Rd,3,h,820000.0,22/04/2017,1.0,1.0,697.0,59.0,-37.7073,144.9355
ID394030978,24 Norris St,4,h,792000.0,26/07/2016,2.0,1.0,320.0,69.0,-37.7242,144.9612
ID529429686,7 Colclough Ct,5,h,880000.0,30/07/2016,3.0,2.0,387.0,59.0,-37.7225,144.9055
ID639991099,15/20 Florence Rd,3,u,880000.0,11/02/2017,1.0,2.0,217.0,49.0,-37.8287,145.1014
ID894699975,292 Rathmines St,3,h,1275000.0,20/05/2017,1.0,2.0,517.0,69.0,-37.7638,145.0182
ID169188392,47 Hoddle St,3,h,1085000.0,27/06/2016,1.0,1.0,325.0,119.0,-37.7525,144.9232
ID215890938,73 Monash St,3,h,840000.0,29/04/2017,1.0,1.0,462.0,89.0,-37.7894,144.8383
ID236764414,1/28 Seves St,3,h,712000.0,17/09/2016,1.0,2.0,363.0,6.0,-37.8674,144.8375
ID643631423,95 Bank St,2,h,1151000.0,23/09/2017,1.0,0.0,128.0,129.0,-37.832809999999995,144.96633
ID763338641,2A Mills St,2,t,1500000.0,29/04/2017,1.0,1.0,115.0,129.0,-37.8441,144.9598
ID898687535,51 Victory Bvd,2,h,1575000.0,4/03/2017,1.0,2.0,679.0,9.0,-37.869,145.0822
ID668159649,163 Rowans Rd,3,h,836000.0,3/12/2016,1.0,4.0,695.0,49.0,-37.9364,145.0559
ID776327573,3811/80 Abeckett St,2,u,450000.0,7/11/2016,1.0,1.0,0.0,5.0,-37.8091,144.9609
ID470552573,21 Russell St,4,t,1425000.0,8/10/2016,2.0,2.0,154.0,21.0,-37.8298,145.0537
ID482671044,17 Adeney St,3,h,982500.0,15/07/2017,2.0,2.0,444.0,74.0,-37.81662,144.866
ID438281576,1/57 Brooks St,3,h,780000.0,17/09/2016,2.0,2.0,421.0,69.0,-37.9168,145.0809
ID770155877,9 Randolph St,3,h,1460000.0,29/07/2017,1.0,1.0,259.0,59.0,-37.81628,145.02125
ID798002773,2/6 Farnsworth St,2,h,435000.0,30/07/2016,1.0,1.0,155.0,79.0,-37.7796,144.8384
ID623950372,90 McIntyre Rd,3,h,490000.0,29/04/2017,1.0,1.0,546.0,59.0,-37.7676,144.8307
ID896866713,4/178 Power St,2,u,517000.0,14/05/2016,1.0,1.0,0.0,129.0,-37.8261,145.0254
ID390315365,2/65 Evelyn Rd,2,u,602000.0,17/06/2017,1.0,1.0,209.0,23.0,-37.79894,145.22697
ID830928677,1 Bardia St,3,h,726500.0,1/07/2017,1.0,0.0,593.0,69.0,-37.7482,145.04073
ID413585102,308/800 Chapel St,2,u,762500.0,8/07/2017,1.0,1.0,17200.0,16.0,-37.83613,144.99661
ID712750943,16 Flowerdale Rd,5,h,2000000.0,14/05/2016,3.0,1.0,696.0,99.0,-37.8563,145.0709
ID897730524,66 Roseberry St,3,h,1825000.0,17/09/2016,2.0,2.0,431.0,69.0,-37.8269,145.0496
ID426212419,6/32 Walsh St,2,u,562000.0,1/07/2017,1.0,1.0,0.0,49.0,-37.90286,145.04772
ID490573247,18 Shelley St,2,h,584000.0,12/06/2016,1.0,1.0,428.0,69.0,-37.7418,145.0513
ID689057437,30 Boldrewood Pde,3,h,670500.0,22/08/2016,1.0,2.0,654.0,7.0,-37.7229,145.0225
ID715075191,1 Hosken St,5,h,2800000.0,26/08/2017,2.0,2.0,1173.0,59.0,-37.80385,145.09094
ID450331368,2 Vincent St,5,h,3730000.0,3/09/2016,3.0,2.0,919.0,94.0,-37.8637,145.0438
ID328141733,4/1 Oconnell St,2,u,380000.0,25/02/2017,1.0,1.0,128.0,49.0,-37.715,145.043
ID991664142,61 Canterbury Rd,3,h,751000.0,22/07/2017,1.0,2.0,693.0,69.0,-37.825359999999996,145.24893
ID629864680,5 Cresser St,4,h,1200000.0,27/11/2016,1.0,4.0,633.0,59.0,-37.8375,144.8541
ID491443874,14/1102 Lygon St,1,u,437000.0,24/09/2016,1.0,1.0,0.0,49.0,-37.7798,144.9707
ID576408625,21 Ardyne St,4,h,1610000.0,15/10/2016,2.0,2.0,660.0,99.0,-37.8932,145.0681
ID520575102,7 Brook St,3,h,2000000.0,6/08/2016,2.0,1.0,460.0,79.0,-37.8155,145.019
ID444948638,22 Miami St,3,h,1650000.0,6/08/2016,2.0,2.0,302.0,99.0,-37.8348,145.0453
ID544957238,4/5 Miles St,2,u,595000.0,8/04/2017,1.0,1.0,0.0,21.0,-37.8288,144.9679
ID806375015,12/881 Park St,1,u,300000.0,7/11/2016,1.0,0.0,0.0,59.0,-37.7763,144.947
ID419748094,208/465 MacAulay Rd,2,u,460000.0,23/04/2016,1.0,1.0,0.0,9.0,-37.7948,144.9314
ID747263667,5/7 Warrigal Rd,2,u,400000.0,17/09/2016,1.0,1.0,100.0,44.0,-37.8945,145.0876
ID263802830,9 Hawthorn Dr,3,h,505000.0,27/05/2017,1.0,1.0,663.0,24.0,-37.86658,144.71221
ID761157909,28 Atkin St,4,h,550000.0,8/07/2017,2.0,2.0,1241.0,49.0,-37.686859999999996,144.58157
ID430000794,6 Robinson St,4,h,1640000.0,16/07/2016,2.0,1.0,435.0,99.0,-37.7601,144.9228
ID326608096,2 Riley Ct,4,h,850000.0,8/10/2016,2.0,2.0,606.0,17.0,-37.788000000000004,144.862
ID238988822,167 Clarke St,5,h,4300000.0,24/09/2016,4.0,3.0,569.0,109.0,-37.7763,144.9964
ID285681311,4/27 McMahon Rd,2,u,465000.0,16/09/2017,1.0,1.0,676.0,7.0,-37.71176,145.02142
ID602099598,11/33 Rankins Rd,2,u,666000.0,13/08/2016,1.0,2.0,1111.0,21.0,-37.7896,144.9321
ID465181795,25/510 Glenferrie Rd,1,u,348000.0,3/12/2016,1.0,1.0,0.0,69.0,-37.8303,145.0341
ID934494890,1/104 Cheddar Rd,3,h,410000.0,15/10/2016,1.0,1.0,250.0,59.0,-37.6974,145.0213
ID638521104,32/10 Acland St,1,u,380000.0,4/06/2016,1.0,1.0,2879.0,52.0,-37.863,144.9747
ID700601025,310/53 Batman St,1,u,380000.0,15/07/2017,1.0,0.0,68.0,6.0,-37.810959999999994,144.95147
ID482618344,11 Gaskell Ct,3,h,820000.0,17/06/2017,2.0,2.0,530.0,12.0,-37.88893,144.7866
ID977917804,2/55 Garnet St,3,t,820000.0,7/11/2016,2.0,1.0,229.0,7.0,-37.7462,144.8873
ID874417701,10 Valiant St,2,h,1097000.0,8/10/2016,1.0,2.0,220.0,119.0,-37.801,144.9989
ID949872886,12 Newstead St,4,h,1900000.0,17/09/2016,3.0,8.0,865.0,6.0,-37.7682,144.8971
ID754128462,4/29 Margaret St,2,t,585500.0,18/03/2017,1.0,1.0,161.0,6.0,-37.7218,144.9188
ID985782484,44 Webb St,3,h,1200000.0,3/06/2017,1.0,0.0,2978.0,3.0,-37.74135,145.22405
ID576340421,43/100 Commercial Rd,3,u,1230000.0,3/12/2016,2.0,2.0,0.0,21.0,-37.8453,144.9849
ID990758895,44 Quarry Cct,2,u,425000.0,30/07/2016,2.0,1.0,0.0,49.0,-37.7363,144.9723
ID525474774,1249 North Rd,3,h,865000.0,17/09/2016,1.0,2.0,691.0,69.0,-37.9109,145.0995
ID616179009,42a Essex Rd,4,h,1725000.0,18/06/2016,2.0,2.0,798.0,44.0,-37.8308,145.0916
ID960125994,87 Aquarius Dr,3,h,565000.0,8/07/2017,1.0,2.0,713.0,39.0,-38.16483,145.16383000000005
ID719163703,4 Clematis Pl,5,h,621000.0,10/12/2016,2.0,2.0,596.0,22.0,-37.7981,144.7936
ID732660718,40 Ridley St,5,h,905000.0,3/09/2017,2.0,3.0,732.0,94.0,-37.78345,144.82295
ID351443554,9 South St,3,h,646000.0,12/11/2016,1.0,2.0,574.0,49.0,-37.7157,144.9507
ID343522930,5/78 Moonya Rd,3,t,675000.0,4/06/2016,2.0,1.0,0.0,29.0,-37.8972,145.0642
ID291518862,20 Penn Ct,3,h,662000.0,7/05/2016,2.0,2.0,620.0,59.0,-37.7034,144.9663
ID255393777,45 Severn Cr,4,h,936000.0,8/07/2017,2.0,2.0,675.0,39.0,-37.91692000000001,145.25896
ID764463824,21 Bruce St,3,h,1535000.0,28/08/2016,2.0,2.0,572.0,89.0,-37.9148,145.0404
ID999613719,3/220 Warrigal Rd,2,u,435000.0,12/11/2016,1.0,1.0,896.0,59.0,-37.8479,145.0958
ID783263737,16/5 Murrumbeena Rd,2,u,550000.0,15/07/2017,2.0,1.0,1039.0,54.0,-37.88519,145.06715
ID280517833,3/107 Wattle Valley Rd,3,h,1650000.0,3/12/2016,2.0,2.0,305.0,21.0,-37.8365,145.0802
ID838049219,13 Naroo St,4,h,1800000.0,8/10/2016,2.0,2.0,577.0,71.0,-37.8032,145.0693
ID660932675,23/10 Breese St,2,u,501000.0,18/03/2017,1.0,1.0,1140.0,9.0,-37.7634,144.9616
ID462740203,9/55 Moreland St,2,u,605000.0,4/03/2017,1.0,3.0,2794.0,19.0,-37.8044,144.9064
ID731253218,7 Monmouth St,3,h,650000.0,15/10/2016,1.0,3.0,574.0,7.0,-37.7627,144.857
ID402014959,1/77 Wattletree Rd,2,u,660000.0,4/03/2017,1.0,1.0,0.0,24.0,-37.8619,145.0257
ID226631506,6 McNeilage St,2,h,832500.0,7/05/2016,1.0,2.0,562.0,69.0,-37.8333,144.8868
ID189584643,35 Angelique Gr,3,h,506000.0,19/08/2017,1.0,2.0,544.0,39.0,-37.74965,144.77008999999995
ID897541002,1/5 Leonard St,4,t,1680000.0,12/08/2017,2.0,1.0,254.0,24.0,-37.81007,145.06792
ID184705470,53 Milne St,3,h,1350000.0,3/06/2017,2.0,2.0,809.0,44.0,-37.75289,145.12826
ID775988922,7/226 Glenlyon Rd,1,u,320000.0,19/08/2017,1.0,1.0,682.0,39.0,-37.7734,144.97686000000004
ID537968630,71 Victor Rd,4,h,1475000.0,18/03/2017,2.0,2.0,674.0,16.0,-37.9272,145.0786
ID168574055,40 Grove Rd,4,h,548000.0,12/08/2017,2.0,2.0,400.0,9.0,-37.5951,144.9091
ID515677359,43 David St,4,h,890000.0,15/07/2017,1.0,1.0,499.0,6.0,-37.86639,144.82625
ID700014456,147 Bank St,3,h,2200000.0,29/07/2017,2.0,1.0,195.0,162.0,-37.83381,144.96287
ID583633684,2/26 Wicklow St,3,u,940000.0,23/04/2016,2.0,1.0,382.0,21.0,-37.9061,145.0478
ID619088844,1/87 Orange St,2,u,690000.0,19/08/2017,2.0,1.0,212.0,11.0,-37.91786,145.08243000000004
ID983143674,15 Robb St,3,h,1620000.0,22/07/2017,1.0,1.0,393.0,6.0,-37.757690000000004,144.91051000000004
ID406349342,23 Lennox St,3,h,1430000.0,25/02/2017,3.0,2.0,386.0,79.0,-37.816,144.8936
ID140459075,2/50 Lillimur Rd,1,u,327000.0,8/07/2017,1.0,1.0,0.0,59.0,-37.89976,145.04215
ID994748045,405/250 Barkly St,2,u,370000.0,18/06/2016,1.0,1.0,0.0,12.0,-37.7992,144.8961
ID564067685,64 MacEdon Rd,4,h,1358500.0,28/08/2016,2.0,2.0,742.0,59.0,-37.7701,145.1131
ID550924927,673 Canning St,3,h,1628000.0,27/05/2017,1.0,0.0,216.0,11.0,-37.78026,144.97554
ID610209334,66 Fromer St,3,h,1470000.0,11/02/2017,2.0,2.0,613.0,69.0,-37.929,145.0464
ID806644313,5 Virginia St,3,h,600000.0,23/04/2016,1.0,4.0,557.0,64.0,-37.7156,144.94299999999996
ID337093436,23 Thurloo St,3,h,1000000.0,6/08/2016,1.0,2.0,606.0,13.0,-37.8784,145.0958
ID328458236,42 Sadie St,3,h,822000.0,4/03/2017,1.0,4.0,700.0,69.0,-37.6988,144.9438
